title,link,snip,sjr,impact factor,5 year impact factor
NursingPlus Open,http://www.journals.elsevier.com/nursingplus-open/,0.0,0.0,0.0,0.0
Nutrition,http://www.journals.elsevier.com/nutrition/,1.133,0.952,2.926,2.990
Nutrition Clinique et Métabolisme,http://www.journals.elsevier.com/nutrition-clinique-et-metabolisme/,0.242,0.147,0.292,0.303
"Nutrition, Metabolism & Cardiovascular Diseases",http://www.journals.elsevier.com/nutrition-metabolism-and-cardiovascular-diseases/,1.145,1.328,3.323,3.686
Nutrition Research,http://www.journals.elsevier.com/nutrition-research/,0.985,0.933,2.472,2.615
Obesity Research & Clinical Practice,http://www.journals.elsevier.com/obesity-research-and-clinical-practice/,0.499,0.410,1.177,1.049
Obstetrics and Gynecology Clinics of North America,/journals/obstetrics-and-gynecology-clinics-of-north-america/0889-8545,0.0,0.0,0.0,0.0
Obstetrics and Gynecology (Section 10 EMBASE),/journals/obstetrics-and-gynecology-section-10-embase/0014-4142,0.0,0.0,0.0,0.0
"Obstetrics, Gynaecology and Reproductive Medicine",/journals/obstetrics-gynaecology-and-reproductive-medicine/1751-7214,0.0,0.0,0.0,0.0
Occupational Health and Industrial Medicine (Section 35 EMBASE),/journals/occupational-health-and-industrial-medicine-section-35-embase/0014-4398,0.0,0.0,0.0,0.0
Ocean & Coastal Management,http://www.journals.elsevier.com/ocean-and-coastal-management/,1.146,0.745,1.748,2.000
Ocean Engineering,http://www.journals.elsevier.com/ocean-engineering/,2.423,1.403,1.351,1.731
Ocean Modelling,http://www.journals.elsevier.com/ocean-modelling/,1.307,1.675,2.927,2.980
Oceanographic Literature Review,http://www.journals.elsevier.com/oceanographic-literature-review/,0.0,0.0,0.0,0.0
Oceanography Package,/journals/oceanography-package/fs00-0176,0.0,0.0,0.0,0.0
Oceanologia,http://www.journals.elsevier.com/oceanologia/,0.672,0.425,1.000,1.346
Omega,http://www.journals.elsevier.com/omega/,3.198,4.533,4.376,4.139
One Health,http://www.journals.elsevier.com/one-health/,0.0,0.0,0.0,0.0
OpenNano,http://www.journals.elsevier.com/opennano/,0.0,0.0,0.0,0.0
Operations Research for Health Care,http://www.journals.elsevier.com/operations-research-for-health-care/,0.0,0.0,0.0,0.0
Operations Research Letters,http://www.journals.elsevier.com/operations-research-letters/,0.937,1.031,0.617,0.864
Operations Research Perspectives,http://www.journals.elsevier.com/operations-research-perspectives/,0.0,0.0,0.0,0.0
Operative Techniques in General Surgery,/journals/operative-techniques-in-general-surgery/1524-153x,0.0,0.0,0.0,0.0
Operative Techniques in Orthopaedics,http://www.journals.elsevier.com/operative-techniques-in-orthopaedics/,0.0,0.0,0.0,0.0
Operative Techniques in Otolaryngology - Head and Neck Surgery,http://www.journals.elsevier.com/operative-techniques-in-otolaryngology-head-and-neck-surgery/,0.0,0.0,0.0,0.0
Operative Techniques in Sports Medicine,http://www.journals.elsevier.com/operative-techniques-in-sports-medicine/,0.215,0.230,0.203,0.277
Operative Techniques in Thoracic and Cardiovascular Surgery,http://www.journals.elsevier.com/operative-techniques-in-thoracic-and-cardiovascular-surgery/,0.0,0.0,0.0,0.0
Ophthalmology,http://www.journals.elsevier.com/ophthalmology/,3.032,3.732,6.135,6.117
Ophthalmology (Section 12 EMBASE),/journals/ophthalmology-section-12-embase/0014-4169,0.0,0.0,0.0,0.0
Optical Fiber Technology,http://www.journals.elsevier.com/optical-fiber-technology/,1.359,0.778,1.300,1.327
Optical Materials,http://www.journals.elsevier.com/optical-materials/,1.190,0.693,1.981,2.062
Optical Switching and Networking,http://www.journals.elsevier.com/optical-switching-and-networking/,0.835,0.434,1.071,0.945
Optics and Lasers in Engineering,http://www.journals.elsevier.com/optics-and-lasers-in-engineering/,2.146,0.962,2.237,2.139
Optics & Laser Technology,http://www.journals.elsevier.com/optics-and-laser-technology/,1.315,0.695,1.647,1.540
Optics Communications,http://www.journals.elsevier.com/optics-communications/,1.036,0.694,1.449,1.452
Optik,http://www.journals.elsevier.com/optik/,0.717,0.316,0.677,0.670
Option/Bio,http://www.journals.elsevier.com/option-bio/,0.0,0.0,0.0,0.0
Oral and Maxillofacial Surgery Cases,http://www.journals.elsevier.com/oral-and-maxillofacial-surgery-cases/,0.0,0.0,0.0,0.0
Oral and Maxillofacial Surgery Clinics of North America,/journals/oral-and-maxillofacial-surgery-clinics-of-north-america/1042-3699,0.0,0.0,0.0,0.0
Oral Oncology,http://www.journals.elsevier.com/oral-oncology/,1.371,1.275,3.607,3.692
Oral Science International,http://www.journals.elsevier.com/oral-science-international/,0.0,0.0,0.0,0.0
"Oral Surgery, Oral Medicine, Oral Pathology and Oral Radiology",http://www.journals.elsevier.com/oral-surgery-oral-medicine-oral-pathology-and-oral-radiology/,1.118,0.610,1.261,1.679
Orbis,http://www.journals.elsevier.com/orbis/,0.0,0.0,0.0,0.0
Ore Geology Reviews,http://www.journals.elsevier.com/ore-geology-reviews/,2.089,1.626,3.558,4.070
Organic Electronics,http://www.journals.elsevier.com/organic-electronics/,1.173,1.250,3.827,3.971
Organic Geochemistry,http://www.journals.elsevier.com/organic-geochemistry/,1.367,1.374,3.072,3.458
Organisms Diversity & Evolution,/journals/organisms-diversity-and-evolution/1439-6092,0.0,0.0,0.0,0.0
Organizational Behavior and Human Decision Processes,http://www.journals.elsevier.com/organizational-behavior-and-human-decision-processes/,1.522,2.800,2.201,3.938
Organizational Dynamics,http://www.journals.elsevier.com/organizational-dynamics/,0.175,0.754,0.789,0.841
Orthodontic Waves,http://www.journals.elsevier.com/orthodontic-waves/,0.0,0.0,0.0,0.0
Ortho magazine,http://www.journals.elsevier.com/ortho-magazine/,0.0,0.0,0.0,0.0
Orthopaedics and Trauma,/journals/orthopaedics-and-trauma/1877-1327,0.0,0.0,0.0,0.0
Orthopaedics & Traumatology: Surgery & Research,http://www.journals.elsevier.com/orthopaedics-and-traumatology-surgery-and-research/,1.053,0.764,1.256,1.427
Orthopedic Clinics of North America,/journals/orthopedic-clinics-of-north-america/0030-5898,0.0,0.0,0.0,0.0
Orthopedic Surgery (Section 33 EMBASE),/journals/orthopedic-surgery-section-33-embase/0014-4371,0.0,0.0,0.0,0.0
Osong Public Health and Research Perspectives,http://www.journals.elsevier.com/osong-public-health-and-research-perspectives/,0.0,0.0,0.0,0.0
Osteoarthritis and Cartilage,http://www.journals.elsevier.com/osteoarthritis-and-cartilage/,1.582,1.508,4.165,4.692
Osteopathische Medizin,http://www.journals.elsevier.com/osteopathische-medizin/,0.0,0.0,0.0,0.0
Osteopatía Científica,/journals/osteopatia-cientifica/1886-9297,0.0,0.0,0.0,0.0
Osteoporosis and Sarcopenia,http://www.journals.elsevier.com/osteoporosis-and-sarcopenia/,0.0,0.0,0.0,0.0
Otolaryngologia Polska,http://www.journals.elsevier.com/otolaryngologia-polska/,0.0,0.0,0.0,0.0
Otolaryngologic Clinics of North America,/journals/otolaryngologic-clinics-of-north-america/0030-6665,0.0,0.0,0.0,0.0
Otorhinolaryngology (Section 11 EMBASE),/journals/otorhinolaryngology-section-11-embase/0014-4150,0.0,0.0,0.0,0.0
Oxymag,http://www.journals.elsevier.com/oxymag/,0.0,0.0,0.0,0.0
Pacific-Basin Finance Journal,http://www.journals.elsevier.com/pacific-basin-finance-journal/,0.866,0.466,0.817,1.010
Pacific Science Review,http://www.journals.elsevier.com/pacific-science-review/,0.0,0.0,0.0,0.0
Paediatric Respiratory Reviews,http://www.journals.elsevier.com/paediatric-respiratory-reviews/,1.007,0.797,2.196,2.598
Paediatrics and Child Health,/journals/paediatrics-and-child-health/1751-7222,0.0,0.0,0.0,0.0
PAIN®,http://www.journals.elsevier.com/pain/,0.0,0.0,0.0,0.0
Pain Management Nursing,http://www.journals.elsevier.com/pain-management-nursing/,1.270,0.643,1.529,2.042
"Palaeogeography, Palaeoclimatology, Palaeoecology",http://www.journals.elsevier.com/palaeogeography-palaeoclimatology-palaeoecology/,1.129,1.235,2.339,2.942
"Palaeogeography, Palaeoclimatology, Palaeoecology with Global and Planetary Change (Combined Subscription)",/journals/palaeogeography-palaeoclimatology-palaeoecology-with-global-and-planetary-change-combined-subscription/fs00-0481,0.0,0.0,0.0,0.0
Palaeoworld,http://www.journals.elsevier.com/palaeoworld/,0.0,0.0,0.0,0.0
Pancreatology,http://www.journals.elsevier.com/pancreatology/,1.066,0.871,2.837,2.693
Papillomavirus Research,http://www.journals.elsevier.com/papillomavirus-research/,0.0,0.0,0.0,0.0
Parallel Computing,http://www.journals.elsevier.com/parallel-computing/,2.141,1.232,1.511,1.781
Parasite Epidemiology and Control,http://www.journals.elsevier.com/parasite-epidemiology-and-control/,0.0,0.0,0.0,0.0
Parasitology International,http://www.journals.elsevier.com/parasitology-international/,0.853,0.695,1.859,2.055
Parkinsonism & Related Disorders,http://www.journals.elsevier.com/parkinsonism-and-related-disorders/,1.178,1.170,3.972,3.885
Particuology,http://www.journals.elsevier.com/particuology/,1.313,0.684,2.110,2.312
Pathogenesis,http://www.journals.elsevier.com/pathogenesis/,0.0,0.0,0.0,0.0
Pathologie Biologie,http://www.journals.elsevier.com/pathologie-biologie/,0.545,0.326,1.200,1.421
Pathology - Research and Practice,http://www.journals.elsevier.com/pathology-research-and-practice/,0.814,0.560,1.397,1.428
Pathophysiology,http://www.journals.elsevier.com/pathophysiology/,0.0,0.0,0.0,0.0
Patient Education and Counseling,http://www.journals.elsevier.com/patient-education-and-counseling/,1.346,1.120,2.199,2.975
Pattern Recognition,http://www.journals.elsevier.com/pattern-recognition/,3.524,2.477,3.096,3.613
Pattern Recognition Letters,http://www.journals.elsevier.com/pattern-recognition-letters/,2.212,1.294,1.551,1.896
Pediatria Polska,http://www.journals.elsevier.com/pediatria-polska/,0.0,0.0,0.0,0.0
Pediatric Clinics CME Program,http://www.journals.elsevier.com/pediatric-clinics-cme-program/,0.0,0.0,0.0,0.0
Pediatric Clinics of North America,/journals/pediatric-clinics-of-north-america/0031-3955,0.0,0.0,0.0,0.0
Pediatric Dental Journal,http://www.journals.elsevier.com/pediatric-dental-journal/,0.0,0.0,0.0,0.0
Pediatric Dentistry Case Reports,http://www.journals.elsevier.com/pediatric-dentistry-case-reports/,0.0,0.0,0.0,0.0
Pediatric Infectious Disease,http://www.journals.elsevier.com/pediatric-infectious-disease/,0.0,0.0,0.0,0.0
Pediatric Neurology,http://www.journals.elsevier.com/pediatric-neurology/,0.885,0.613,1.695,1.569
Pediatrics and Neonatology,http://www.journals.elsevier.com/pediatrics-and-neonatology/,0.707,0.380,1.231,1.244
Pediatrics and Pediatric Surgery (Section 7 EMBASE),/journals/pediatrics-and-pediatric-surgery-section-7-embase/0373-6512,0.0,0.0,0.0,0.0
Pedobiologia,http://www.journals.elsevier.com/pedobiologia/,0.777,0.737,1.421,2.023
Pedosphere,http://www.journals.elsevier.com/pedosphere/,1.232,0.667,1.500,1.911
Península,http://www.journals.elsevier.com/peninsula/,0.0,0.0,0.0,0.0
Peptides,http://www.journals.elsevier.com/peptides/,0.865,0.826,2.618,2.429
Perfiles Educativos,http://www.journals.elsevier.com/perfiles-educativos/,0.0,0.0,0.0,0.0
Performance Enhancement & Health,http://www.journals.elsevier.com/performance-enhancement-and-health/,0.0,0.0,0.0,0.0
Performance Evaluation,http://www.journals.elsevier.com/performance-evaluation/,1.734,1.073,1.250,1.312
Perioperative Care and Operating Room Management,http://www.journals.elsevier.com/perioperative-care-and-operating-room-management/,0.0,0.0,0.0,0.0
Perioperative Medizin,/journals/perioperative-medizin/1875-2772,0.0,0.0,0.0,0.0
Perioperative Nursing Clinics,/journals/perioperative-nursing-clinics/1556-7931,0.0,0.0,0.0,0.0
Personality and Individual Differences,http://www.journals.elsevier.com/personality-and-individual-differences/,1.183,1.134,1.951,2.378
Personalized Medicine Universe,http://www.journals.elsevier.com/personalized-medicine-universe/,0.0,0.0,0.0,0.0
Perspectives in Medicine,http://www.journals.elsevier.com/perspectives-in-medicine/,0.0,0.0,0.0,0.0
"Perspectives in Plant Ecology, Evolution and Systematics",http://www.journals.elsevier.com/perspectives-in-plant-ecology-evolution-and-systematics/,1.428,1.667,3.606,4.331
Perspectives in Science,http://www.journals.elsevier.com/perspectives-in-science/,0.0,0.0,0.0,0.0
Pervasive and Mobile Computing,http://www.journals.elsevier.com/pervasive-and-mobile-computing/,2.591,1.214,2.079,2.325
Pesticide Biochemistry and Physiology,http://www.journals.elsevier.com/pesticide-biochemistry-and-physiology/,1.314,0.762,2.014,2.387
PET Clinics,/journals/pet-clinics/1556-8598,0.0,0.0,0.0,0.0
PET Clinics CME Program,http://www.journals.elsevier.com/pet-clinics-cme-program/,0.0,0.0,0.0,0.0
Petroleum Exploration and Development,http://www.journals.elsevier.com/petroleum-exploration-and-development/,0.0,0.0,0.0,0.0
Pharmacological Reports,http://www.journals.elsevier.com/pharmacological-reports/,0.820,0.622,1.928,2.206
Pharmacological Research,http://www.journals.elsevier.com/pharmacological-research/,1.259,1.698,4.408,4.409
Pharmacology & Therapeutics,http://www.journals.elsevier.com/pharmacology-and-therapeutics/,2.431,3.372,9.723,8.843
Pharmacology Biochemistry and Behavior,http://www.journals.elsevier.com/pharmacology-biochemistry-and-behavior/,0.878,0.985,2.781,2.751
Pharmacology Package - Option 1,/journals/pharmacology-package-option-1/fs00-0138,0.0,0.0,0.0,0.0
Pharmacology Package - Option 2,/journals/pharmacology-package-option-2/fs00-0177,0.0,0.0,0.0,0.0
PharmaNutrition,http://www.journals.elsevier.com/pharmanutrition/,0.0,0.0,0.0,0.0
Photoacoustics,http://www.journals.elsevier.com/photoacoustics/,0.0,0.0,0.0,0.0
Photodiagnosis and Photodynamic Therapy,http://www.journals.elsevier.com/photodiagnosis-and-photodynamic-therapy/,0.852,0.474,2.014,2.308
Photonics and Nanostructures - Fundamentals and Applications,http://www.journals.elsevier.com/photonics-and-nanostructures-fundamentals-and-applications/,0.784,0.683,1.474,1.490
Physica A+B+C (Combined Subscription),/journals/physica-abc-combined-subscription/fs00-0337,0.0,0.0,0.0,0.0
"Physica A, B, C, D and E (Full Set)",/journals/physica-a-b-c-d-and-e-full-set/fs00-0147,0.0,0.0,0.0,0.0
Physica A+B (Combined Subscription),/journals/physica-ab-combined-subscription/fs00-0385,0.0,0.0,0.0,0.0
Physica A+B+D (Combined Subscription),/journals/physica-abd-combined-subscription/fs00-0349,0.0,0.0,0.0,0.0
Physica A+C (Combined Subscription),/journals/physica-ac-combined-subscription/fs00-0397,0.0,0.0,0.0,0.0
Physica A+C+D (Combined Subscription),/journals/physica-acd-combined-subscription/fs00-0361,0.0,0.0,0.0,0.0
Physica A+D (Combined Subscription),/journals/physica-ad-combined-subscription/fs00-0409,0.0,0.0,0.0,0.0
Physica A: Statistical Mechanics and its Applications,http://www.journals.elsevier.com/physica-a-statistical-mechanics-and-its-applications/,1.196,0.626,1.732,1.731
Physica B+C (Combined Subscription),/journals/physica-bc-combined-subscription/fs00-0422,0.0,0.0,0.0,0.0
Physica B+C+D (Combined Subscription),/journals/physica-bcd-combined-subscription/fs00-0373,0.0,0.0,0.0,0.0
Physica B: Condensed Matter,http://www.journals.elsevier.com/physica-b-condensed-matter/,0.918,0.527,1.319,1.246
Physica B+D (Combined Subscription),/journals/physica-bd-combined-subscription/fs00-0433,0.0,0.0,0.0,0.0
Physica C+D (Combined Subscription),/journals/physica-cd-combined-subscription/fs00-0445,0.0,0.0,0.0,0.0
Physica C: Superconductivity and its Applications,http://www.journals.elsevier.com/physica-c-superconductivity-and-its-applications/,0.756,0.483,0.942,0.720
Physica D: Nonlinear Phenomena,http://www.journals.elsevier.com/physica-d-nonlinear-phenomena/,1.141,0.973,1.636,1.748
Physica E: Low-dimensional Systems and Nanostructures,http://www.journals.elsevier.com/physica-e-low-dimensional-systems-and-nanostructures/,0.863,0.660,2.000,1.759
Physical Communication,http://www.journals.elsevier.com/physical-communication/,0.0,0.0,0.0,0.0
Physical Medicine and Rehabilitation Clinics of North America,/journals/physical-medicine-and-rehabilitation-clinics-of-north-america/1047-9651,0.0,0.0,0.0,0.0
Physical Mesomechanics,http://www.journals.elsevier.com/physical-mesomechanics/,0.0,0.0,0.0,0.0
Physical Therapy in Sport,http://www.journals.elsevier.com/physical-therapy-in-sport/,1.482,0.726,1.653,1.959
Physica Medica,http://www.journals.elsevier.com/physica-medica/,1.421,0.794,2.403,2.075
Physics and Chemistry of the Earth,http://www.journals.elsevier.com/physics-and-chemistry-of-the-earth/,1.668,0.627,1.477,1.666
Physics in Medicine,http://www.journals.elsevier.com/physics-in-medicine/,0.0,0.0,0.0,0.0
Physics Letters A,http://www.journals.elsevier.com/physics-letters-a/,0.978,0.662,1.683,1.627
Physics Letters A and Physics Reports,/journals/physics-letters-a-and-physics-reports/fs00-0159,0.0,0.0,0.0,0.0
Physics Letters B,http://www.journals.elsevier.com/physics-letters-b/,1.878,3.200,6.131,4.080
Physics of Life Reviews,http://www.journals.elsevier.com/physics-of-life-reviews/,3.331,1.974,7.478,8.559
Physics of the Dark Universe,http://www.journals.elsevier.com/physics-of-the-dark-universe/,2.422,5.241,8.571,8.571
Physics of the Earth and Planetary Interiors,http://www.journals.elsevier.com/physics-of-the-earth-and-planetary-interiors/,1.203,1.623,2.895,2.982
Physics Procedia,http://www.journals.elsevier.com/physics-procedia/,0.0,0.0,0.0,0.0
Physics Reports,http://www.journals.elsevier.com/physics-reports/,10.499,9.725,20.033,24.573
Physiological and Molecular Plant Pathology,http://www.journals.elsevier.com/physiological-and-molecular-plant-pathology/,0.704,0.570,1.407,1.790
Physiology & Behavior,http://www.journals.elsevier.com/physiology-and-behavior/,1.031,1.257,2.976,3.190
Physiology (Section 2 EMBASE),/journals/physiology-section-2-embase/0367-1089,0.0,0.0,0.0,0.0
Physiotherapy,http://www.journals.elsevier.com/physiotherapy/,1.247,0.613,1.911,2.031
Phytochemistry,http://www.journals.elsevier.com/phytochemistry/,1.477,0.993,2.547,3.278
Phytochemistry Letters,http://www.journals.elsevier.com/phytochemistry-letters/,1.012,0.543,1.450,1.549
Phytomedicine,http://www.journals.elsevier.com/phytomedicine/,1.434,0.930,3.126,3.373
Piel,http://www.journals.elsevier.com/piel/,0.0,0.0,0.0,0.0
Placenta,http://www.journals.elsevier.com/placenta/,0.921,1.201,2.710,3.141
Planetary and Space Science,http://www.journals.elsevier.com/planetary-and-space-science/,0.922,1.018,1.875,1.907
Plant Gene,http://www.journals.elsevier.com/plant-gene/,0.0,0.0,0.0,0.0
Plant Physiology and Biochemistry,http://www.journals.elsevier.com/plant-physiology-and-biochemistry/,1.074,0.903,2.756,3.330
Plant Science,http://www.journals.elsevier.com/plant-science/,1.477,1.460,3.607,3.904
Plasmid,http://www.journals.elsevier.com/plasmid/,0.531,0.693,1.578,1.611
"Plastics, Additives and Compounding",/journals/plastics-additives-and-compounding/1464-391x,0.0,0.0,0.0,0.0
PM&R,http://www.journals.elsevier.com/pmandr/,0.958,0.697,1.534,2.507
Poetics,http://www.journals.elsevier.com/poetics/,1.870,0.856,1.293,2.184
Polar Science,http://www.journals.elsevier.com/polar-science/,0.0,0.0,0.0,0.0
Policy and Society,http://www.journals.elsevier.com/policy-and-society/,0.0,0.0,0.0,0.0
Polish Annals of Medicine,http://www.journals.elsevier.com/polish-annals-of-medicine/,0.0,0.0,0.0,0.0
Political Geography,http://www.journals.elsevier.com/political-geography/,2.187,2.462,2.676,2.900
Polski Przegląd Otorynolaryngologiczny,http://www.journals.elsevier.com/polski-przeglad-otorynolaryngologiczny/,0.0,0.0,0.0,0.0
Polyhedron,http://www.journals.elsevier.com/polyhedron/,0.766,0.509,2.011,1.952
Polymer,http://www.journals.elsevier.com/polymer/,1.557,1.209,3.562,3.910
Polymer Contents,/journals/polymer-contents/0883-153x,0.0,0.0,0.0,0.0
Polymer Degradation and Stability,http://www.journals.elsevier.com/polymer-degradation-and-stability/,1.856,1.201,3.163,3.722
Polymer Testing,http://www.journals.elsevier.com/polymer-testing/,1.975,0.955,2.240,2.322
Postępy Psychiatrii i Neurologii,http://www.journals.elsevier.com/postepy-psychiatrii-i-neurologii/,0.0,0.0,0.0,0.0
Postharvest Biology and Technology,http://www.journals.elsevier.com/postharvest-biology-and-technology/,1.672,1.370,2.223,2.845
Powder Technology,http://www.journals.elsevier.com/powder-technology/,1.593,0.846,2.349,2.437
Practical Laboratory Medicine,http://www.journals.elsevier.com/practical-laboratory-medicine/,0.0,0.0,0.0,0.0
Practical Radiation Oncology,http://www.journals.elsevier.com/practical-radiation-oncology/,0.0,0.0,0.0,0.0
Pratique neurologique - FMC,http://www.journals.elsevier.com/pratique-neurologique-fmc/,0.0,0.0,0.0,0.0
Pratiques en Nutrition,http://www.journals.elsevier.com/pratiques-en-nutrition/,0.0,0.0,0.0,0.0
Pratiques Médicale et Chirurgicale de l'Animal de Compagnie,/journals/pratiques-medicale-et-chirurgicale-de-lanimal-de-compagnie/0758-1882,0.0,0.0,0.0,0.0
Pratiques Psychologiques,http://www.journals.elsevier.com/pratiques-psychologiques/,0.535,0.154,0.333,0.230
Precambrian Research,http://www.journals.elsevier.com/precambrian-research/,1.535,2.780,5.664,5.570
Precision Engineering,http://www.journals.elsevier.com/precision-engineering/,2.363,1.313,1.517,1.856
Pregnancy Hypertension,http://www.journals.elsevier.com/pregnancy-hypertension/,0.0,0.0,0.0,0.0
Preventive Medicine,http://www.journals.elsevier.com/preventive-medicine/,1.345,1.487,3.086,3.905
Preventive Medicine Reports,http://www.journals.elsevier.com/preventive-medicine-reports/,0.0,0.0,0.0,0.0
Preventive Veterinary Medicine,http://www.journals.elsevier.com/preventive-veterinary-medicine/,1.360,1.110,2.167,2.287
Primary Care: Clinics in Office Practice,/journals/primary-care-clinics-in-office-practice/0095-4543,0.0,0.0,0.0,0.0
Primary Care Diabetes,http://www.journals.elsevier.com/primary-care-diabetes/,0.0,0.0,0.0,0.0
Primary Care Respiratory Journal,/journals/primary-care-respiratory-journal/1471-4418,0.0,0.0,0.0,0.0
Probabilistic Engineering Mechanics,http://www.journals.elsevier.com/probabilistic-engineering-mechanics/,1.992,1.742,1.855,1.722
Problemas del Desarrollo,http://www.journals.elsevier.com/problemas-del-desarrollo/,0.0,0.0,0.0,0.0
Procedia Chemistry,http://www.journals.elsevier.com/procedia-chemistry/,0.0,0.0,0.0,0.0
Procedia CIRP,http://www.journals.elsevier.com/procedia-cirp/,0.0,0.0,0.0,0.0
Procedia Computer Science,http://www.journals.elsevier.com/procedia-computer-science/,0.0,0.0,0.0,0.0
Procedia Early Career Research,http://www.journals.elsevier.com/procedia-early-career-research/,0.0,0.0,0.0,0.0
Procedia Earth and Planetary Science,http://www.journals.elsevier.com/procedia-earth-and-planetary-science/,0.0,0.0,0.0,0.0
Procedia Economics and Finance,http://www.journals.elsevier.com/procedia-economics-and-finance/,0.0,0.0,0.0,0.0
Procedia Engineering,http://www.journals.elsevier.com/procedia-engineering/,0.0,0.0,0.0,0.0
Procedia Environmental Sciences,http://www.journals.elsevier.com/procedia-environmental-sciences/,0.0,0.0,0.0,0.0
Procedia Food Science,http://www.journals.elsevier.com/procedia-food-science/,0.0,0.0,0.0,0.0
Procedia in Vaccinology,http://www.journals.elsevier.com/procedia-in-vaccinology/,0.0,0.0,0.0,0.0
Procedia IUTAM,http://www.journals.elsevier.com/procedia-iutam/,0.0,0.0,0.0,0.0
Procedia Manufacturing,http://www.journals.elsevier.com/procedia-manufacturing/,0.0,0.0,0.0,0.0
Procedia Materials Science,http://www.journals.elsevier.com/procedia-materials-science/,0.0,0.0,0.0,0.0
Procedia - Social and Behavioral Sciences,http://www.journals.elsevier.com/procedia-social-and-behavioral-sciences/,0.0,0.0,0.0,0.0
Procedia Technology,http://www.journals.elsevier.com/procedia-technology/,0.0,0.0,0.0,0.0
Proceedings of the Combustion Institute,http://www.journals.elsevier.com/proceedings-of-the-combustion-institute/,2.772,1.013,2.262,2.622
Proceedings of the Geologists' Association,http://www.journals.elsevier.com/proceedings-of-the-geologists-association/,0.704,0.498,1.146,1.182
Process Biochemistry,http://www.journals.elsevier.com/process-biochemistry/,1.357,0.905,2.516,2.909
Process Safety and Environmental Protection,http://www.journals.elsevier.com/process-safety-and-environmental-protection/,2.042,0.955,2.551,2.441
Progrès en Urologie,http://www.journals.elsevier.com/progres-en-urologie/,0.515,0.207,0.658,0.531
Progrès en Urologie - FMC,http://www.journals.elsevier.com/progres-en-urologie-fmc/,0.0,0.0,0.0,0.0
Progresos de Obstetricia y Ginecología,http://www.journals.elsevier.com/progresos-de-obstetricia-y-ginecologia/,0.0,0.0,0.0,0.0
Progress in Aerospace Sciences,http://www.journals.elsevier.com/progress-in-aerospace-sciences/,3.889,1.235,2.540,3.689
Progress in Biophysics & Molecular Biology,http://www.journals.elsevier.com/progress-in-biophysics-and-molecular-biology/,1.199,1.001,2.274,3.167
Progress in Cardiovascular Diseases,http://www.journals.elsevier.com/progress-in-cardiovascular-diseases/,1.253,1.127,2.418,3.552
Progress in Crystal Growth and Characterization of Materials,http://www.journals.elsevier.com/progress-in-crystal-growth-and-characterization-of-materials/,1.349,0.698,3.579,5.088
Progress in Energy and Combustion Science,http://www.journals.elsevier.com/progress-in-energy-and-combustion-science/,11.294,7.035,19.220,21.043
Progress in Histochemistry and Cytochemistry,http://www.journals.elsevier.com/progress-in-histochemistry-and-cytochemistry/,1.131,1.144,3.636,5.400
Progress in Lipid Research,http://www.journals.elsevier.com/progress-in-lipid-research/,3.500,4.190,10.015,12.204
Progress in Materials Science,http://www.journals.elsevier.com/progress-in-materials-science/,15.754,11.505,27.417,29.065
Progress in Natural Science: Materials International,http://www.journals.elsevier.com/progress-in-natural-science-materials-international/,2.073,0.923,1.873,1.816
Progress in Neurobiology,http://www.journals.elsevier.com/progress-in-neurobiology/,2.747,4.626,9.992,10.487
Progress in Neuro-Psychopharmacology & Biological Psychiatry,http://www.journals.elsevier.com/progress-in-neuro-psychopharmacology-and-biological-psychiatry/,0.988,1.475,3.689,3.797
Progress in Nuclear Energy,http://www.journals.elsevier.com/progress-in-nuclear-energy/,1.440,1.009,1.119,1.106
Progress in Nuclear Magnetic Resonance Spectroscopy,http://www.journals.elsevier.com/progress-in-nuclear-magnetic-resonance-spectroscopy/,2.312,2.512,7.237,6.281
Progress in Oceanography,http://www.journals.elsevier.com/progress-in-oceanography/,1.359,1.656,3.025,4.512
Progress in Organic Coatings,http://www.journals.elsevier.com/progress-in-organic-coatings/,1.530,0.902,2.358,2.600
Progress in Particle and Nuclear Physics,http://www.journals.elsevier.com/progress-in-particle-and-nuclear-physics/,1.749,2.596,3.662,2.848
Progress in Pediatric Cardiology,http://www.journals.elsevier.com/progress-in-pediatric-cardiology/,0.0,0.0,0.0,0.0
Progress in Planning,http://www.journals.elsevier.com/progress-in-planning/,2.755,1.530,1.000,3.875
Progress in Polymer Science,http://www.journals.elsevier.com/progress-in-polymer-science/,10.695,8.051,26.932,33.343
Progress in Quantum Electronics,http://www.journals.elsevier.com/progress-in-quantum-electronics/,3.318,2.567,3.778,7.553
Progress in Retinal and Eye Research,http://www.journals.elsevier.com/progress-in-retinal-and-eye-research/,3.245,3.979,8.733,10.439
Progress in Retinal and Eye Research with Vision Research (Combined Subscription),/journals/progress-in-retinal-and-eye-research-with-vision-research-combined-subscription/fs00-0106,0.0,0.0,0.0,0.0
Progress in Solid State Chemistry,http://www.journals.elsevier.com/progress-in-solid-state-chemistry/,5.850,3.691,6.600,6.968
Progress in Surface Science,http://www.journals.elsevier.com/progress-in-surface-science/,2.708,2.691,5.696,6.930
Propulsion and Power Research,http://www.journals.elsevier.com/propulsion-and-power-research/,0.0,0.0,0.0,0.0
Prostaglandins & Other Lipid Mediators,http://www.journals.elsevier.com/prostaglandins-and-other-lipid-mediators/,0.719,1.016,2.377,2.684
